,cpf,sex,birthday,stateBorn,parents,education,income,risk,save_profile,email,name,phone
871,2404,0,13/10/1986,SP,0,Tecnologo,5588.48,Arrojado,0.7464,1,Kobe Buda,0
872,63,1,22/5/2003,SP,1,Doutorado,6400.0,,0.4196,1,Julia Bryant,0
873,2253,1,19/6/1931,CE,0,Fundamental,2309.44,Arrojado,0.4434,1,Maria Assis,0
874,1007,0,3/1/1973,RJ,0,Tecnologo,4505.92,,0.4081,1,,0
875,739,0,13/9/1987,CE,1,Tecnologo,3200.0,Conservador,0.5323,1,Francisco Buda,0
876,1915,1,17/10/2009,BA,1,Fundamental,1600.0,Conservador,0.6193,1,Irene Assis,0
877,549,0,14/11/1943,BA,0,Doutorado,7306.24,Arrojado,0.1416,1,Isaac Froszen,0
878,966,0,6/9/1958,BA,1,Medio,2400.0,,0.6836,1,Marco Nazare,0
879,2349,1,21/4/1994,BA,0,MBA,7451.04,Arrojado,0.5523,1,Antonieta Yamato,0
880,1497,1,5/3/1943,SP,0,Fundamental,2679.52,Arrojado,0.6747,1,Ana Akuma,0
881,1653,0,27/1/1933,AC,0,Graducao,6002.0,,0.5005,1,Kobe Asimov,0
882,1182,0,16/8/2018,BA,0,Medio,3268.32,Moderado,0.3618,1,Kobe Froszen,0
883,1844,1,11/11/1978,BA,1,Doutorado,6400.0,Moderado,0.7437,1,Elisabeth Froszen,0
884,1534,1,21/9/2021,BA,1,Nao fez,800.0,Moderado,0.3503,1,,0
885,2500,0,17/11/1989,AC,1,Doutorado,6400.0,Arrojado,0.5417,1,John Akuma,0
886,475,1,10/4/1975,RJ,0,MBA,8613.6,,0.7945,1,Elisabeth Bryant,0
887,804,1,9/12/2000,BA,0,Medio,3363.36,,0.4014,1,Isabel Bryant,0
888,2333,0,18/2/1935,AC,0,MBA,5107.68,,0.0641,1,Francisco Yamato,0
889,205,1,19/5/1982,SP,0,MBA,8100.48,,0.6876,1,Carlota Assis,0
890,1605,0,23/2/2008,SP,0,Nao fez,1129.84,Arrojado,0.4123,1,Francisco Froszen,0
891,1682,1,25/11/1946,RJ,0,Doutorado,8858.24,,0.3841,1,,0
892,523,0,26/9/2018,AC,1,Pos Doutorado,7200.0,Conservador,0.0571,1,Antonio Yamato,0
893,2138,0,18/12/2001,AC,1,Nao fez,800.0,Conservador,0.2814,1,Isaac Targino,0
894,991,1,13/11/1976,AC,0,Mestrado,8913.52,,0.5917,1,Elisabeth Bryant,0
895,420,1,10/12/2017,MG,1,Tecnologo,3200.0,Conservador,0.6681,1,Ana Akuma,0
896,209,0,14/10/1956,SP,0,Nao fez,1035.36,Conservador,0.2942,1,Alberto Asimov,0
897,1511,1,16/4/2010,RJ,0,Fundamental,2552.64,Conservador,0.5954,1,Isabel Bardeen,0
898,110,0,4/3/2004,CE,1,MBA,4800.0,Arrojado,0.1134,1,Antonio Bryant,0
899,53,1,10/1/1988,SP,1,Medio,2400.0,Conservador,0.077,1,,0
900,2177,0,21/5/2015,CE,0,Graducao,6268.8,Arrojado,0.5672,1,Andre Froszen,0
901,1097,1,3/9/1958,AC,1,Doutorado,6400.0,,0.7528,1,Maria Bardeen,0
902,808,1,8/5/1976,BA,1,Doutorado,6400.0,Conservador,0.0068,1,Irene Akuma,0
903,1679,0,2/6/1979,AC,0,Graducao,4048.8,Moderado,0.0122,1,Kobe Santos,0
904,2276,0,12/6/2021,CE,1,Tecnologo,3200.0,Conservador,0.1403,1,Guilherme Akuma,0
905,1105,1,24/2/2008,SP,0,Doutorado,10577.92,Conservador,0.6528,1,Maria Asimov,0
906,563,1,2/1/1946,AC,1,Doutorado,6400.0,Conservador,0.4805,1,Isabel Akuma,0
907,2343,0,4/3/1998,AC,1,Doutorado,6400.0,,0.5158,1,Vlad Yamato,0
908,650,0,9/5/1989,BA,0,Graducao,4530.8,Moderado,0.1327,1,Vlad Akuma,0
909,1163,1,21/9/2009,AC,1,Medio,2400.0,,0.2487,1,Gabriela Bryant,0
910,472,0,4/11/1961,CE,1,Medio,2400.0,Arrojado,0.1922,1,Alberto Yamato,0
911,1477,1,9/8/1946,MG,0,Graducao,5994.0,,0.4985,1,Irene Assis,0
912,483,0,23/1/1981,CE,1,Graducao,4000.0,,0.6173,1,,0
913,1859,0,26/7/2006,SP,1,Doutorado,6400.0,Conservador,0.5289,1,Kobe Buda,0
914,271,0,20/6/1978,AC,1,Tecnologo,3200.0,Conservador,0.3498,1,Guilherme Yamato,0
915,2186,0,21/1/1947,RJ,0,Mestrado,9851.52,Conservador,0.7592,1,Francisco Asimov,0
916,1316,1,24/7/1988,CE,0,Nao fez,1123.28,Conservador,0.4041,1,,0
917,1585,0,20/7/1948,CE,0,MBA,8624.16,Conservador,0.7967,1,Andre Bryant,0
918,866,1,8/3/1934,MG,0,Medio,3916.56,Moderado,0.6319,1,Antonieta Santos,0
919,986,0,7/6/2014,CE,0,Tecnologo,4439.68,Moderado,0.3874,1,Vlad Bryant,0
920,2086,1,27/7/1983,MG,1,Mestrado,5600.0,Arrojado,0.4629,1,Julia Yamato,0
921,1682,1,8/6/2003,AC,0,Pos Doutorado,7968.96,Moderado,0.1068,1,Elisabeth Nazare,0
922,1956,0,16/12/1937,SP,1,Pos Doutorado,7200.0,Arrojado,0.1986,1,,0
923,1297,1,16/8/1985,MG,1,MBA,4800.0,,0.443,1,Isabel Yamato,0
924,291,0,2/4/1932,MG,1,Medio,2400.0,,0.5962,1,Isaac Bryant,0
925,1685,0,7/7/1999,RJ,0,Graducao,6150.8,Moderado,0.5377,1,Antonio Nazare,0
926,1236,1,17/11/2002,SP,0,Fundamental,2444.16,Arrojado,0.5276,1,Ana Bardeen,0
927,228,1,16/10/1983,BA,1,Graducao,4000.0,Conservador,0.349,1,Antonieta Akuma,0
928,779,1,16/7/2016,BA,0,MBA,7155.84,Conservador,0.4908,1,,0
929,322,0,15/6/2014,MG,1,Mestrado,5600.0,Moderado,0.3393,1,Francisco Froszen,0
930,2379,0,16/11/1935,RJ,0,Fundamental,2570.24,Arrojado,0.6064,1,Kant Bardeen,0
931,804,0,4/9/1956,AC,1,Medio,2400.0,Arrojado,0.0669,1,Silvio Assis,0
932,1463,1,25/11/1949,CE,1,Graducao,4000.0,,0.6996,1,,0
933,249,1,21/6/1957,SP,1,MBA,4800.0,Conservador,0.3172,1,Julia Froszen,0
934,1821,1,14/5/2005,BA,1,Tecnologo,3200.0,Arrojado,0.4127,1,Carlota Nazare,0
935,688,0,27/8/1943,CE,0,Nao fez,832.4,Moderado,0.0405,1,Antonio Buda,0
936,65,0,8/5/2004,AC,0,Tecnologo,5745.92,,0.7956,1,Guilherme Assis,0
937,743,1,14/11/1979,SP,0,Tecnologo,5144.96,Arrojado,0.6078,1,Isabel Bardeen,0
938,840,1,4/6/2008,AC,0,Mestrado,8878.24,,0.5854,1,,0
939,1118,1,2/5/1972,AC,0,Medio,3767.52,Moderado,0.5698,1,,0
940,675,0,1/5/2016,AC,0,Graducao,6524.0,Moderado,0.631,1,Antonio Bardeen,0
941,513,1,15/9/1941,BA,0,Medio,3260.88,Arrojado,0.3587,1,Antonieta Asimov,0
942,1714,1,12/7/1947,AC,0,Medio,4078.08,,0.6992,1,Gabriela Asimov,0
943,404,0,6/10/1987,MG,1,Doutorado,6400.0,Arrojado,0.3389,1,Alberto Bryant,0
944,2227,0,6/4/1992,AC,1,Mestrado,5600.0,,0.3857,1,Guilherme Assis,0
945,1717,0,26/1/1943,CE,1,Graducao,4000.0,,0.6504,1,,0
946,680,1,9/3/1983,RJ,1,Nao fez,800.0,Conservador,0.5546,1,Elisabeth Nazare,0
947,2230,0,8/3/1938,CE,0,Medio,4078.8,Moderado,0.6995,1,Guilherme Targino,0
948,1687,1,4/10/1992,CE,0,Pos Doutorado,12842.64,Arrojado,0.7837,1,Maria Froszen,0
949,1310,1,6/9/1994,SP,1,Pos Doutorado,7200.0,,0.6208,1,Elisabeth Nazare,0
950,1993,1,7/2/1957,RJ,0,Medio,3671.52,,0.5298,1,Irene Buda,0
951,2403,1,14/9/1986,MG,1,Doutorado,6400.0,,0.4982,1,Ana Bryant,0
952,2369,1,8/7/2004,AC,0,Tecnologo,5170.88,Conservador,0.6159,1,,0
953,1270,0,14/1/2003,AC,1,MBA,4800.0,Conservador,0.2542,1,Alberto Nazare,0
954,383,0,27/12/1979,RJ,0,Mestrado,9718.8,Conservador,0.7355,1,Kobe Santos,0
955,2031,0,2/12/1994,SP,1,Pos Doutorado,7200.0,,0.0305,1,Alberto Buda,0
956,1700,0,3/11/1931,CE,0,Medio,2512.56,Conservador,0.0469,1,Rafael Nazare,0
957,1778,0,4/1/2021,MG,1,Graducao,4000.0,Arrojado,0.0229,1,Marco Buda,0
958,154,0,11/4/1945,MG,0,Nao fez,1019.92,Moderado,0.2749,1,Francisco Buda,0
959,219,0,8/4/1980,AC,1,Mestrado,5600.0,Conservador,0.1282,1,Guilherme Yamato,0
960,2322,0,25/1/2004,BA,0,Tecnologo,4463.36,,0.3948,1,,0
961,2483,0,3/1/1949,SP,0,Pos Doutorado,12428.64,Moderado,0.7262,1,Silvio Akuma,0
962,283,1,24/11/2010,SP,1,Doutorado,6400.0,Conservador,0.1782,1,Maria Bardeen,0
963,2347,0,14/9/1931,AC,1,Mestrado,5600.0,Arrojado,0.561,1,Antonio Santos,0
964,104,1,6/12/1943,RJ,0,Nao fez,1407.12,Arrojado,0.7589,1,Antonieta Buda,0
965,2159,0,1/10/1934,MG,1,Graducao,4000.0,,0.7462,1,,0
966,476,1,4/10/2015,MG,0,Pos Doutorado,7252.56,Moderado,0.0073,1,Ana Nazare,0
967,1860,0,21/6/2016,AC,1,Mestrado,5600.0,Arrojado,0.2022,1,Vlad Assis,0
968,1270,1,24/9/1996,MG,0,Doutorado,8065.28,Conservador,0.2602,1,Carlota Bardeen,0
969,1561,1,18/3/1952,CE,1,Mestrado,5600.0,Arrojado,0.1358,1,Gabriela Nazare,0
970,659,1,2/6/1993,CE,0,Doutorado,10914.56,,0.7054,1,Irene Assis,0
971,2419,0,16/7/1955,SP,1,Doutorado,6400.0,Arrojado,0.054,1,,0
972,2191,0,8/6/1940,RJ,0,Fundamental,1836.48,Moderado,0.1478,1,Kobe Asimov,0
973,205,1,19/6/1980,RJ,0,Doutorado,11260.16,Moderado,0.7594,1,Isabel Assis,0
974,1176,1,22/5/1987,MG,0,Nao fez,846.64,,0.0583,1,,0
975,2032,1,27/10/2001,RJ,0,Fundamental,2029.12,Arrojado,0.2682,1,Gabriela Bardeen,0
976,1449,1,24/4/2010,MG,0,Nao fez,1394.64,Arrojado,0.7433,1,Irene Assis,0
977,2255,0,6/3/1998,RJ,1,Tecnologo,3200.0,Moderado,0.6224,1,Antonio Bryant,0
978,123,1,3/6/1998,SP,1,Tecnologo,3200.0,Moderado,0.1951,1,Julia Akuma,0
979,1046,0,24/2/2004,MG,0,Doutorado,6913.92,,0.0803,1,,0
980,1852,1,17/8/2021,AC,0,Fundamental,2745.44,,0.7159,1,Julia Froszen,0
981,2487,0,28/2/1941,MG,0,MBA,7014.24,Moderado,0.4613,1,Kobe Aurelio,0
982,208,0,10/10/2021,SP,0,Nao fez,1214.48,,0.5181,1,Andre Nazare,0
983,1885,1,17/6/1967,RJ,0,MBA,5860.8,Arrojado,0.221,1,Gabriela Bardeen,0
984,2296,0,25/8/1951,MG,0,Medio,3236.4,Arrojado,0.3485,1,Marco Bryant,0
985,1417,0,22/6/1965,CE,1,Fundamental,1600.0,Moderado,0.5204,1,Kant Akuma,0
986,759,0,28/11/1984,SP,1,Doutorado,6400.0,Arrojado,0.0567,1,Alberto Froszen,0
987,816,0,25/5/1938,SP,0,Pos Doutorado,8122.32,Conservador,0.1281,1,Andre Froszen,0
988,1153,0,3/10/2004,AC,1,Doutorado,6400.0,,0.4525,1,Andre Akuma,0
989,735,0,3/4/1966,BA,0,Medio,3830.16,Arrojado,0.5959,1,Antonio Targino,0
990,317,0,10/8/1936,BA,0,Pos Doutorado,9298.08,,0.2914,1,Kant Yamato,0
991,558,1,4/3/2007,RJ,0,Medio,3730.56,Conservador,0.5544,1,Gabriela Aurelio,0
992,1908,0,16/9/2008,AC,1,Graducao,4000.0,,0.2273,1,Vlad Froszen,0
993,2296,1,18/11/1956,SP,0,MBA,7034.88,Moderado,0.4656,1,Antonieta Aurelio,0
994,431,0,17/12/1934,AC,1,MBA,4800.0,Arrojado,0.5579,1,Francisco Asimov,0
995,2011,1,10/2/1979,CE,1,MBA,4800.0,Arrojado,0.6014,1,Julia Bardeen,0
996,553,1,15/5/1957,CE,1,Tecnologo,3200.0,Conservador,0.3665,1,Gabriela Asimov,0
997,1706,1,21/11/1956,CE,1,Medio,2400.0,Moderado,0.2268,1,Carlota Santos,0
998,87,1,13/7/1989,CE,1,Graducao,4000.0,,0.4758,1,Antonieta Santos,0
999,669,1,21/9/1960,BA,1,Mestrado,5600.0,Conservador,0.4219,1,Ana Buda,0
1000,2288,1,2/4/2003,BA,0,MBA,7003.68,Conservador,0.4591,1,Isabel Yamato,0
1001,158,0,3/3/1976,CE,1,Tecnologo,3200.0,,0.4572,1,Kant Aurelio,0
1002,1289,0,3/6/2017,MG,1,Graducao,4000.0,,0.4482,1,Kant Asimov,0
1003,505,0,11/4/1969,SP,1,Doutorado,6400.0,Arrojado,0.0953,1,,0
1004,319,1,23/7/1991,MG,1,Doutorado,6400.0,,0.4441,1,Maria Santos,0
1005,575,1,8/2/1963,AC,1,Tecnologo,3200.0,Arrojado,0.3742,1,,0
1006,1459,1,12/3/2018,BA,1,Graducao,4000.0,Moderado,0.7415,1,Carlota Nazare,0
1007,228,0,17/12/1982,RJ,1,Graducao,4000.0,Moderado,0.7412,1,,0
1008,2261,0,27/12/2005,MG,1,Graducao,4000.0,Conservador,0.0707,1,John Asimov,0
1009,1564,1,5/7/1942,RJ,0,Medio,4047.84,Conservador,0.6866,1,,0
1010,1718,1,9/1/2002,SP,1,MBA,4800.0,Conservador,0.6055,1,,0
1011,779,1,23/7/1939,BA,0,Mestrado,5911.36,Conservador,0.0556,1,Gabriela Akuma,0
1012,1509,0,1/2/1982,CE,0,Fundamental,2713.12,Moderado,0.6957,1,Isaac Buda,0
1013,2287,0,18/3/2004,BA,0,Mestrado,9886.24,Moderado,0.7654,1,Marco Targino,0
1014,1824,1,11/11/1942,AC,0,Medio,3326.16,,0.3859,1,,0
1015,2245,0,21/9/2004,MG,1,MBA,4800.0,Arrojado,0.7632,1,Rafael Nazare,0
1016,1509,0,8/9/1986,BA,1,Fundamental,1600.0,Arrojado,0.1319,1,Antonio Asimov,0
1017,1792,0,16/9/2004,AC,1,MBA,4800.0,,0.5384,1,Silvio Assis,0
1018,34,1,27/10/1984,SP,1,Mestrado,5600.0,Conservador,0.3817,1,Elisabeth Assis,0
1019,1187,1,28/12/1991,AC,0,Mestrado,8510.32,Moderado,0.5197,1,Julia Froszen,0
1020,1450,0,24/5/1957,BA,1,Doutorado,6400.0,Moderado,0.1389,1,Isaac Assis,0
1021,851,0,8/4/1940,CE,1,MBA,4800.0,Moderado,0.6015,1,Vlad Asimov,0
1022,644,1,22/5/1951,RJ,0,MBA,6193.92,Arrojado,0.2904,1,Gabriela Aurelio,0
1023,1921,1,23/12/1999,MG,1,Pos Doutorado,7200.0,,0.7641,1,Irene Froszen,0
1024,1869,0,18/5/1986,RJ,0,Tecnologo,5250.88,Moderado,0.6409,1,Rafael Froszen,0
1025,1007,0,6/3/2015,RJ,0,Mestrado,9826.32,Moderado,0.7547,1,Kobe Akuma,0
1026,1157,1,20/7/1941,RJ,0,Tecnologo,5358.4,Conservador,0.6745,1,Julia Bardeen,0
1027,1443,1,28/12/1967,CE,1,Graducao,4000.0,Conservador,0.7791,1,Elisabeth Targino,0
1028,1497,1,22/12/1993,CE,0,Nao fez,1343.84,Arrojado,0.6798,1,Isabel Targino,0
1029,446,1,27/2/1984,BA,0,Tecnologo,4402.56,Moderado,0.3758,1,Carlota Akuma,0
1030,2338,1,1/4/1969,BA,0,Doutorado,10949.76,Arrojado,0.7109,1,Isabel Santos,0
1031,831,0,23/3/1993,BA,0,Nao fez,1181.44,Conservador,0.4768,1,Rafael Buda,0
1032,1172,0,21/6/1961,SP,1,Mestrado,5600.0,Arrojado,0.1783,1,Silvio Assis,0
1033,2085,0,26/3/1944,SP,0,Mestrado,7492.8,Arrojado,0.338,1,Alberto Santos,0
1034,662,1,16/12/1979,SP,0,Pos Doutorado,10113.84,Arrojado,0.4047,1,Ana Buda,0
1035,1333,1,4/4/1952,AC,1,MBA,4800.0,Moderado,0.1529,1,Maria Santos,0
1036,973,1,1/1/1987,MG,0,Medio,3720.96,Conservador,0.5504,1,Elisabeth Froszen,0
1037,2332,0,13/11/1961,AC,1,Nao fez,800.0,Arrojado,0.7589,1,Silvio Targino,0
1038,1760,1,7/10/1994,RJ,0,Pos Doutorado,11481.12,Arrojado,0.5946,1,Gabriela Bryant,0
1039,1682,1,26/4/1989,SP,1,Pos Doutorado,7200.0,Moderado,0.6298,1,Maria Nazare,0
1040,1859,1,28/3/1999,BA,0,MBA,5234.88,Moderado,0.0906,1,Maria Asimov,0
1041,364,0,3/6/1994,BA,0,Medio,3470.88,Moderado,0.4462,1,Kant Asimov,0
1042,2261,1,13/4/1965,RJ,1,Mestrado,5600.0,Arrojado,0.2302,1,Antonieta Assis,0
1043,781,0,2/4/1932,RJ,0,Mestrado,7325.92,,0.3082,1,Silvio Buda,0
1044,1658,0,15/9/2006,AC,1,Graducao,4000.0,Arrojado,0.6823,1,,0
1045,1162,0,12/2/1945,RJ,0,Mestrado,8108.24,Arrojado,0.4479,1,,0
1046,899,1,5/4/1985,SP,0,Tecnologo,5375.36,,0.6798,1,Gabriela Froszen,0
1047,483,0,23/5/1941,BA,0,Fundamental,2051.36,Arrojado,0.2821,1,,0
1048,459,0,3/5/1965,BA,1,Nao fez,800.0,,0.04,1,,0
1049,1579,0,8/10/1997,MG,1,Doutorado,6400.0,Moderado,0.4966,1,,0
1050,249,1,17/3/2001,CE,0,Mestrado,7320.32,,0.3072,1,Irene Santos,0
1051,1591,1,3/7/1949,CE,1,Nao fez,800.0,Moderado,0.7324,1,Maria Yamato,0
1052,2073,0,27/11/1969,AC,0,Pos Doutorado,9452.88,Moderado,0.3129,1,,0
1053,1829,0,23/9/1970,AC,0,Tecnologo,4521.92,Conservador,0.4131,1,Silvio Bryant,0
1054,1872,0,3/10/1953,BA,1,Pos Doutorado,7200.0,Moderado,0.5262,1,Kant Froszen,0
1055,1609,0,7/3/1987,MG,1,Mestrado,5600.0,Moderado,0.7075,1,Guilherme Bryant,0
1056,1234,1,16/6/1959,RJ,1,Doutorado,6400.0,Arrojado,0.0086,1,Irene Yamato,0
1057,276,0,12/9/2021,SP,1,Tecnologo,3200.0,Conservador,0.3766,1,Kobe Asimov,0
1058,2132,0,26/2/1957,SP,1,Tecnologo,3200.0,Moderado,0.3354,1,Marco Buda,0
1059,517,0,19/2/2018,CE,0,Doutorado,8356.48,Moderado,0.3057,1,,0
1060,2318,0,28/8/1950,RJ,0,MBA,7008.0,,0.46,1,Guilherme Nazare,0
1061,23,1,20/4/2014,RJ,0,Graducao,5914.0,Arrojado,0.4785,1,Ana Buda,0
1062,510,1,21/10/1994,MG,0,Graducao,6968.0,Moderado,0.742,1,Carlota Buda,0
1063,54,1,23/2/1993,BA,1,Pos Doutorado,7200.0,Moderado,0.2526,1,Ana Froszen,0
1064,936,0,3/12/1963,BA,1,Fundamental,1600.0,Arrojado,0.5373,1,Kant Yamato,0
1065,786,0,27/12/1951,SP,1,MBA,4800.0,Conservador,0.1572,1,Francisco Yamato,0
1066,419,1,16/1/1946,AC,1,Graducao,4000.0,Arrojado,0.4881,1,Irene Akuma,0
1067,698,1,27/4/2013,SP,1,Pos Doutorado,7200.0,Conservador,0.2261,1,Elisabeth Akuma,0
1068,1804,0,14/4/1966,SP,0,Pos Doutorado,8315.28,,0.1549,1,Antonio Assis,0
1069,1312,1,17/5/1946,MG,1,Doutorado,6400.0,Moderado,0.6716,1,,0
1070,294,1,17/1/1933,BA,0,Mestrado,9539.6,Arrojado,0.7035,1,Antonieta Akuma,0
1071,1040,0,17/7/1948,SP,1,Pos Doutorado,7200.0,Moderado,0.3847,1,Alberto Nazare,0
1072,165,0,19/2/1963,SP,1,Tecnologo,3200.0,,0.2366,1,Vlad Buda,0
1073,2049,0,12/5/1968,MG,1,Tecnologo,3200.0,Conservador,0.7873,1,Kant Nazare,0
1074,1967,1,23/10/1981,RJ,1,Doutorado,6400.0,Moderado,0.7284,1,Julia Asimov,0
1075,1230,0,9/2/1966,AC,0,Doutorado,8272.0,Conservador,0.2925,1,Marco Froszen,0
1076,1878,1,9/8/1937,RJ,0,Graducao,4602.8,Moderado,0.1507,1,Julia Yamato,0
1077,2192,1,1/9/2009,CE,1,Graducao,4000.0,Moderado,0.731,1,Isabel Nazare,0
1078,2173,1,3/6/1941,SP,0,Pos Doutorado,11770.56,Moderado,0.6348,1,Julia Targino,0
1079,1762,0,10/6/1939,BA,0,Fundamental,1730.08,Moderado,0.0813,1,Kobe Nazare,0
1080,744,0,13/1/2009,AC,0,Tecnologo,4328.32,Conservador,0.3526,1,Antonio Santos,0
1081,1538,0,13/11/1965,RJ,0,Tecnologo,4096.32,Arrojado,0.2801,1,Marco Asimov,0
1082,971,0,22/3/1991,BA,1,Graducao,4000.0,Moderado,0.3345,1,Rafael Froszen,0
1083,1456,1,20/11/1956,CE,1,Nao fez,800.0,,0.4682,1,Isabel Bryant,0
1084,1786,1,11/2/2007,SP,0,Fundamental,2502.08,,0.5638,1,Ana Asimov,0
1085,1363,1,18/5/1987,CE,1,MBA,4800.0,Moderado,0.4457,1,Gabriela Nazare,0
1086,2273,1,14/7/1986,MG,1,Doutorado,6400.0,Arrojado,0.4532,1,Isabel Akuma,0
1087,533,0,13/11/1980,CE,1,Graducao,4000.0,Moderado,0.2341,1,Guilherme Yamato,0
1088,1480,1,9/6/2013,BA,0,Tecnologo,5085.12,,0.5891,1,Maria Bryant,0
1089,2360,0,2/4/1978,AC,0,Graducao,5784.0,,0.446,1,,0
1090,912,0,12/1/1990,MG,0,Nao fez,1394.24,,0.7428,1,Andre Assis,0
1091,1635,1,5/7/1939,AC,1,Nao fez,800.0,Arrojado,0.5026,1,Gabriela Bryant,0
1092,1312,0,2/1/1944,SP,0,Pos Doutorado,11418.48,Moderado,0.5859,1,Kant Nazare,0
1093,869,0,11/1/1956,RJ,0,Graducao,6198.0,Conservador,0.5495,1,Silvio Bardeen,0
1094,311,1,24/10/2016,SP,0,Nao fez,1277.2,,0.5965,1,,0
1095,2184,1,16/1/1939,CE,1,Fundamental,1600.0,Conservador,0.2652,1,Maria Froszen,0
1096,1214,1,6/8/1998,CE,0,Pos Doutorado,12831.12,Arrojado,0.7821,1,,0
1097,1892,0,15/4/1972,BA,0,Fundamental,2164.96,,0.3531,1,Silvio Assis,0
1098,1880,1,28/2/1951,AC,0,Medio,4170.96,Conservador,0.7379,1,Irene Froszen,0
1099,2114,0,11/1/1960,SP,0,Graducao,4415.6,Moderado,0.1039,1,,0
1100,1794,1,17/12/1948,BA,0,Graducao,6464.4,,0.6161,1,Antonieta Assis,0
1101,310,1,12/8/1984,AC,0,Fundamental,2141.12,Arrojado,0.3382,1,Antonieta Targino,0
1102,2392,1,4/3/1958,MG,1,Pos Doutorado,7200.0,Conservador,0.1045,1,Julia Targino,0
1103,501,1,17/3/2021,AC,1,Mestrado,5600.0,Moderado,0.6523,1,Julia Bryant,0
1104,549,0,19/3/1962,BA,0,Doutorado,9145.6,Moderado,0.429,1,,0
1105,150,0,8/6/1993,RJ,1,Tecnologo,3200.0,Arrojado,0.384,1,Alberto Santos,0
1106,657,1,23/12/1931,MG,1,Fundamental,1600.0,Conservador,0.0171,1,Antonieta Buda,0
1107,1544,1,1/3/1941,BA,1,Fundamental,1600.0,Conservador,0.2046,1,Carlota Santos,0
1108,375,1,19/10/1973,AC,0,MBA,8455.68,Moderado,0.7616,1,Maria Asimov,0
1109,941,1,9/12/1992,RJ,1,Tecnologo,3200.0,Conservador,0.0591,1,Ana Akuma,0
1110,303,0,25/10/1945,AC,0,Tecnologo,3579.52,,0.1186,1,Andre Buda,0
1111,612,0,2/2/1969,RJ,1,Nao fez,800.0,Moderado,0.21,1,Marco Aurelio,0
1112,6,1,10/10/1996,SP,1,Mestrado,5600.0,Arrojado,0.2952,1,Antonieta Yamato,0
1113,229,0,10/5/1954,MG,0,Nao fez,1376.72,Arrojado,0.7209,1,Silvio Froszen,0
1114,473,1,24/2/1962,CE,0,Pos Doutorado,8667.36,Moderado,0.2038,1,Antonieta Santos,0
1115,1454,1,9/1/1991,SP,0,Fundamental,1804.32,Arrojado,0.1277,1,Gabriela Froszen,0
1116,92,1,25/4/2001,CE,1,Graducao,4000.0,Moderado,0.6218,1,Irene Yamato,0
1117,345,0,16/1/2011,MG,1,Pos Doutorado,7200.0,Moderado,0.2484,1,Rafael Akuma,0
1118,1504,0,10/8/2021,BA,1,MBA,4800.0,Conservador,0.2158,1,Isaac Nazare,0
1119,2486,1,20/7/2001,CE,1,Doutorado,6400.0,Conservador,0.3434,1,Isabel Buda,0
1120,2298,1,28/12/2003,AC,1,Nao fez,800.0,,0.4083,1,,0
1121,1166,1,3/3/1997,CE,1,Mestrado,5600.0,Arrojado,0.5131,1,Gabriela Assis,0
1122,1909,0,11/1/1941,RJ,1,Fundamental,1600.0,Conservador,0.6163,1,Guilherme Froszen,0
1123,2366,0,28/4/1948,MG,0,Pos Doutorado,10261.44,Arrojado,0.4252,1,Silvio Aurelio,0
1124,206,0,16/3/2008,SP,0,Doutorado,8494.08,Conservador,0.3272,1,Kobe Santos,0
1125,266,1,26/11/1949,BA,1,Medio,2400.0,Arrojado,0.5737,1,Carlota Aurelio,0
1126,2187,1,1/11/1944,AC,0,Fundamental,2477.44,,0.5484,1,Elisabeth Bryant,0
1127,75,0,26/2/1982,BA,1,Medio,2400.0,Arrojado,0.7804,1,Rafael Bryant,0
1128,1961,0,19/1/1947,CE,0,Pos Doutorado,10527.12,Arrojado,0.4621,1,,0
1129,416,1,3/4/1940,SP,1,Graducao,4000.0,Moderado,0.0601,1,Isabel Nazare,0
1130,1811,1,6/3/2008,SP,1,Graducao,4000.0,Arrojado,0.1419,1,Gabriela Bardeen,0
1131,1315,1,8/11/1984,AC,1,Doutorado,6400.0,Conservador,0.7329,1,,0
1132,2454,1,16/7/1937,AC,1,Fundamental,1600.0,,0.5673,1,,0
1133,1084,0,12/2/1941,BA,1,Pos Doutorado,7200.0,Moderado,0.0087,1,Silvio Buda,0
1134,1217,1,8/1/1953,CE,0,Doutorado,11254.4,Arrojado,0.7585,1,Isabel Assis,0
1135,2275,1,2/11/2021,MG,0,Doutorado,6823.04,Conservador,0.0661,1,Julia Nazare,0
1136,1494,1,25/7/1961,CE,1,Medio,2400.0,Moderado,0.1012,1,Irene Aurelio,0
1137,1891,1,23/7/1980,RJ,0,Nao fez,860.96,Arrojado,0.0762,1,,0
1138,1224,1,28/3/1971,MG,1,Pos Doutorado,7200.0,Arrojado,0.1846,1,Ana Asimov,0
1139,730,1,12/1/1990,RJ,0,Doutorado,11427.2,Moderado,0.7855,1,Isabel Nazare,0
1140,1144,1,2/8/1978,SP,0,Nao fez,962.24,,0.2028,1,Elisabeth Asimov,0
1141,158,1,16/1/2021,AC,1,Pos Doutorado,7200.0,Arrojado,0.4322,1,Ana Akuma,0
1142,1286,1,28/7/1997,SP,0,Mestrado,5930.96,,0.0591,1,Antonieta Yamato,0
1143,691,1,23/11/1964,AC,1,Pos Doutorado,7200.0,Moderado,0.6197,1,Antonieta Buda,0
