,idx,cpf,sex,birthday,stateBorn,parents,education,income,risk,save_profile,email,name,phone,percentage_save
942,942,1714,1,12/7/1947,AC,0,Medio,4078.08,,0.6992,1,Gabriela Asimov,0,0.00017145323289391088
943,943,404,0,6/10/1987,MG,1,Doutorado,6400.0,Arrojado,0.3389,1,Alberto Bryant,0,5.2953124999999995e-05
944,944,2227,0,6/4/1992,AC,1,Mestrado,5600.0,,0.3857,1,Guilherme Assis,0,6.8875e-05
945,945,1717,0,26/1/1943,CE,1,Graducao,4000.0,,0.6504,1,,0,0.0001626
946,946,680,1,9/3/1983,RJ,1,Nao fez,800.0,Conservador,0.5546,1,Elisabeth Nazare,0,0.00069325
947,947,2230,0,8/3/1938,CE,0,Medio,4078.8,Moderado,0.6995,1,Guilherme Targino,0,0.00017149651858389722
948,948,1687,1,4/10/1992,CE,0,Pos Doutorado,12842.64,Arrojado,0.7837,1,Maria Froszen,0,6.1023278702821226e-05
949,949,1310,1,6/9/1994,SP,1,Pos Doutorado,7200.0,,0.6208,1,Elisabeth Nazare,0,8.622222222222222e-05
950,950,1993,1,7/2/1957,RJ,0,Medio,3671.52,,0.5298,1,Irene Buda,0,0.00014429990848476926
951,951,2403,1,14/9/1986,MG,1,Doutorado,6400.0,,0.4982,1,Ana Bryant,0,7.784374999999999e-05
952,952,2369,1,8/7/2004,AC,0,Tecnologo,5170.88,Conservador,0.6159,1,,0,0.00011910931988365616
953,953,1270,0,14/1/2003,AC,1,MBA,4800.0,Conservador,0.2542,1,Alberto Nazare,0,5.295833333333333e-05
954,954,383,0,27/12/1979,RJ,0,Mestrado,9718.8,Conservador,0.7355,1,Kobe Santos,0,7.567806725110097e-05
955,955,2031,0,2/12/1994,SP,1,Pos Doutorado,7200.0,,0.0305,1,Alberto Buda,0,4.236111111111111e-06
956,956,1700,0,3/11/1931,CE,0,Medio,2512.56,Conservador,0.0469,1,Rafael Nazare,0,1.8666220906167413e-05
957,957,1778,0,4/1/2021,MG,1,Graducao,4000.0,Arrojado,0.0229,1,Marco Buda,0,5.725e-06
958,958,154,0,11/4/1945,MG,0,Nao fez,1019.92,Moderado,0.2749,1,Francisco Buda,0,0.0002695309436034199
959,959,219,0,8/4/1980,AC,1,Mestrado,5600.0,Conservador,0.1282,1,Guilherme Yamato,0,2.2892857142857143e-05
960,960,2322,0,25/1/2004,BA,0,Tecnologo,4463.36,,0.3948,1,,0,8.845354172641239e-05
961,961,2483,0,3/1/1949,SP,0,Pos Doutorado,12428.64,Moderado,0.7262,1,Silvio Akuma,0,5.842956268747023e-05
962,962,283,1,24/11/2010,SP,1,Doutorado,6400.0,Conservador,0.1782,1,Maria Bardeen,0,2.784375e-05
963,963,2347,0,14/9/1931,AC,1,Mestrado,5600.0,Arrojado,0.561,1,Antonio Santos,0,0.00010017857142857144
964,964,104,1,6/12/1943,RJ,0,Nao fez,1407.12,Arrojado,0.7589,1,Antonieta Buda,0,0.0005393285576212406
965,965,2159,0,1/10/1934,MG,1,Graducao,4000.0,,0.7462,1,,0,0.00018654999999999998
966,966,476,1,4/10/2015,MG,0,Pos Doutorado,7252.56,Moderado,0.0073,1,Ana Nazare,0,1.0065411385772747e-06
967,967,1860,0,21/6/2016,AC,1,Mestrado,5600.0,Arrojado,0.2022,1,Vlad Assis,0,3.6107142857142855e-05
968,968,1270,1,24/9/1996,MG,0,Doutorado,8065.28,Conservador,0.2602,1,Carlota Bardeen,0,3.2261744167592445e-05
969,969,1561,1,18/3/1952,CE,1,Mestrado,5600.0,Arrojado,0.1358,1,Gabriela Nazare,0,2.425e-05
970,970,659,1,2/6/1993,CE,0,Doutorado,10914.56,,0.7054,1,Irene Assis,0,6.46292658613815e-05
971,971,2419,0,16/7/1955,SP,1,Doutorado,6400.0,Arrojado,0.054000000000000006,1,,0,8.437500000000002e-06
972,972,2191,0,8/6/1940,RJ,0,Fundamental,1836.48,Moderado,0.1478,1,Kobe Asimov,0,8.048004878898762e-05
973,973,205,1,19/6/1980,RJ,0,Doutorado,11260.16,Moderado,0.7594,1,Isabel Assis,0,6.74413152210981e-05
974,974,1176,1,22/5/1987,MG,0,Nao fez,846.64,,0.0583,1,,0,6.886043654918266e-05
975,975,2032,1,27/10/2001,RJ,0,Fundamental,2029.12,Arrojado,0.2682,1,Gabriela Bardeen,0,0.0001321755243652421
976,976,1449,1,24/4/2010,MG,0,Nao fez,1394.64,Arrojado,0.7433,1,Irene Assis,0,0.0005329690816267997
977,977,2255,0,6/3/1998,RJ,1,Tecnologo,3200.0,Moderado,0.6224,1,Antonio Bryant,0,0.00019449999999999998
978,978,123,1,3/6/1998,SP,1,Tecnologo,3200.0,Moderado,0.1951,1,Julia Akuma,0,6.096875e-05
979,979,1046,0,24/2/2004,MG,0,Doutorado,6913.92,,0.0803,1,,0,1.1614250671109876e-05
980,980,1852,1,17/8/2021,AC,0,Fundamental,2745.44,,0.7159,1,Julia Froszen,0,0.000260759659653826
981,981,2487,0,28/2/1941,MG,0,MBA,7014.24,Moderado,0.4613,1,Kobe Aurelio,0,6.576621273295467e-05
982,982,208,0,10/10/2021,SP,0,Nao fez,1214.48,,0.5181,1,Andre Nazare,0,0.0004266023318621962
983,983,1885,1,17/6/1967,RJ,0,MBA,5860.8,Arrojado,0.221,1,Gabriela Bardeen,0,3.770816270816271e-05
984,984,2296,0,25/8/1951,MG,0,Medio,3236.4,Arrojado,0.3485,1,Marco Bryant,0,0.00010768137436658014
985,985,1417,0,22/6/1965,CE,1,Fundamental,1600.0,Moderado,0.5204,1,Kant Akuma,0,0.00032524999999999996
986,986,759,0,28/11/1984,SP,1,Doutorado,6400.0,Arrojado,0.0567,1,Alberto Froszen,0,8.859375e-06
987,987,816,0,25/5/1938,SP,0,Pos Doutorado,8122.32,Conservador,0.1281,1,Andre Froszen,0,1.5771355967260587e-05
988,988,1153,0,3/10/2004,AC,1,Doutorado,6400.0,,0.4525,1,Andre Akuma,0,7.0703125e-05
989,989,735,0,3/4/1966,BA,0,Medio,3830.16,Arrojado,0.5959,1,Antonio Targino,0,0.0001555809678969025
990,990,317,0,10/8/1936,BA,0,Pos Doutorado,9298.08,,0.2914,1,Kant Yamato,0,3.133980348631115e-05
991,991,558,1,4/3/2007,RJ,0,Medio,3730.56,Conservador,0.5544,1,Gabriela Aurelio,0,0.00014861039629439013
992,992,1908,0,16/9/2008,AC,1,Graducao,4000.0,,0.2273,1,Vlad Froszen,0,5.6825e-05
993,993,2296,1,18/11/1956,SP,0,MBA,7034.88,Moderado,0.4656,1,Antonieta Aurelio,0,6.618449781659388e-05
994,994,431,0,17/12/1934,AC,1,MBA,4800.0,Arrojado,0.5579,1,Francisco Asimov,0,0.00011622916666666666
995,995,2011,1,10/2/1979,CE,1,MBA,4800.0,Arrojado,0.6014,1,Julia Bardeen,0,0.00012529166666666667
996,996,553,1,15/5/1957,CE,1,Tecnologo,3200.0,Conservador,0.3665,1,Gabriela Asimov,0,0.00011453125
997,997,1706,1,21/11/1956,CE,1,Medio,2400.0,Moderado,0.2268,1,Carlota Santos,0,9.45e-05
998,998,87,1,13/7/1989,CE,1,Graducao,4000.0,,0.4758,1,Antonieta Santos,0,0.00011895
999,999,669,1,21/9/1960,BA,1,Mestrado,5600.0,Conservador,0.4219,1,Ana Buda,0,7.533928571428572e-05
1000,1000,2288,1,2/4/2003,BA,0,MBA,7003.68,Conservador,0.4591,1,Isabel Yamato,0,6.555125305553651e-05
1001,1001,158,0,3/3/1976,CE,1,Tecnologo,3200.0,,0.4572,1,Kant Aurelio,0,0.000142875
1002,1002,1289,0,3/6/2017,MG,1,Graducao,4000.0,,0.4482,1,Kant Asimov,0,0.00011205
1003,1003,505,0,11/4/1969,SP,1,Doutorado,6400.0,Arrojado,0.0953,1,,0,1.4890625e-05
1004,1004,319,1,23/7/1991,MG,1,Doutorado,6400.0,,0.4441,1,Maria Santos,0,6.9390625e-05
1005,1005,575,1,8/2/1963,AC,1,Tecnologo,3200.0,Arrojado,0.3742,1,,0,0.00011693749999999999
1006,1006,1459,1,12/3/2018,BA,1,Graducao,4000.0,Moderado,0.7415,1,Carlota Nazare,0,0.00018537500000000002
1007,1007,228,0,17/12/1982,RJ,1,Graducao,4000.0,Moderado,0.7412,1,,0,0.0001853
1008,1008,2261,0,27/12/2005,MG,1,Graducao,4000.0,Conservador,0.0707,1,John Asimov,0,1.7675e-05
1009,1009,1564,1,5/7/1942,RJ,0,Medio,4047.84,Conservador,0.6866,1,,0,0.00016962132890628088
1010,1010,1718,1,9/1/2002,SP,1,MBA,4800.0,Conservador,0.6055,1,,0,0.00012614583333333333
1011,1011,779,1,23/7/1939,BA,0,Mestrado,5911.36,Conservador,0.0556,1,Gabriela Akuma,0,9.405619011530342e-06
1012,1012,1509,0,1/2/1982,CE,0,Fundamental,2713.12,Moderado,0.6957,1,Isaac Buda,0,0.0002564206522380138
1013,1013,2287,0,18/3/2004,BA,0,Mestrado,9886.24,Moderado,0.7654,1,Marco Targino,0,7.742073831911829e-05
1014,1014,1824,1,11/11/1942,AC,0,Medio,3326.16,,0.3859,1,,0,0.00011601967433917792
1015,1015,2245,0,21/9/2004,MG,1,MBA,4800.0,Arrojado,0.7632,1,Rafael Nazare,0,0.000159
1016,1016,1509,0,8/9/1986,BA,1,Fundamental,1600.0,Arrojado,0.1319,1,Antonio Asimov,0,8.243749999999999e-05
1017,1017,1792,0,16/9/2004,AC,1,MBA,4800.0,,0.5384,1,Silvio Assis,0,0.00011216666666666666
1018,1018,34,1,27/10/1984,SP,1,Mestrado,5600.0,Conservador,0.3817,1,Elisabeth Assis,0,6.816071428571429e-05
1019,1019,1187,1,28/12/1991,AC,0,Mestrado,8510.32,Moderado,0.5197,1,Julia Froszen,0,6.106703390706813e-05
1020,1020,1450,0,24/5/1957,BA,1,Doutorado,6400.0,Moderado,0.1389,1,Isaac Assis,0,2.1703125e-05
1021,1021,851,0,8/4/1940,CE,1,MBA,4800.0,Moderado,0.6015,1,Vlad Asimov,0,0.00012531250000000002
1022,1022,644,1,22/5/1951,RJ,0,MBA,6193.92,Arrojado,0.2904,1,Gabriela Aurelio,0,4.688468691878487e-05
1023,1023,1921,1,23/12/1999,MG,1,Pos Doutorado,7200.0,,0.7641,1,Irene Froszen,0,0.000106125
1024,1024,1869,0,18/5/1986,RJ,0,Tecnologo,5250.88,Moderado,0.6409,1,Rafael Froszen,0,0.00012205573161070145
1025,1025,1007,0,6/3/2015,RJ,0,Mestrado,9826.32,Moderado,0.7547,1,Kobe Akuma,0,7.680393066783903e-05
1026,1026,1157,1,20/7/1941,RJ,0,Tecnologo,5358.4,Conservador,0.6745,1,Julia Bardeen,0,0.0001258771275007465
1027,1027,1443,1,28/12/1967,CE,1,Graducao,4000.0,Conservador,0.7791,1,Elisabeth Targino,0,0.000194775
1028,1028,1497,1,22/12/1993,CE,0,Nao fez,1343.84,Arrojado,0.6798,1,Isabel Targino,0,0.0005058637933087273
1029,1029,446,1,27/2/1984,BA,0,Tecnologo,4402.56,Moderado,0.3758,1,Carlota Akuma,0,8.535942724233173e-05
1030,1030,2338,1,1/4/1969,BA,0,Doutorado,10949.76,Arrojado,0.7109,1,Isabel Santos,0,6.492379741656438e-05
1031,1031,831,0,23/3/1993,BA,0,Nao fez,1181.44,Conservador,0.4768,1,Rafael Buda,0,0.0004035752979414951
1032,1032,1172,0,21/6/1961,SP,1,Mestrado,5600.0,Arrojado,0.1783,1,Silvio Assis,0,3.183928571428571e-05
1033,1033,2085,0,26/3/1944,SP,0,Mestrado,7492.8,Arrojado,0.33799999999999997,1,Alberto Santos,0,4.5109972240017076e-05
1034,1034,662,1,16/12/1979,SP,0,Pos Doutorado,10113.84,Arrojado,0.4047,1,Ana Buda,0,4.001447521416198e-05
1035,1035,1333,1,4/4/1952,AC,1,MBA,4800.0,Moderado,0.1529,1,Maria Santos,0,3.185416666666667e-05
1036,1036,973,1,1/1/1987,MG,0,Medio,3720.96,Conservador,0.5504,1,Elisabeth Froszen,0,0.0001479188166494668
1037,1037,2332,0,13/11/1961,AC,1,Nao fez,800.0,Arrojado,0.7589,1,Silvio Targino,0,0.000948625
1038,1038,1760,1,7/10/1994,RJ,0,Pos Doutorado,11481.12,Arrojado,0.5946,1,Gabriela Bryant,0,5.178937246540407e-05
1039,1039,1682,1,26/4/1989,SP,1,Pos Doutorado,7200.0,Moderado,0.6298,1,Maria Nazare,0,8.747222222222222e-05
1040,1040,1859,1,28/3/1999,BA,0,MBA,5234.88,Moderado,0.0906,1,Maria Asimov,0,1.7306986979644233e-05
1041,1041,364,0,3/6/1994,BA,0,Medio,3470.88,Moderado,0.4462,1,Kant Asimov,0,0.00012855529433457796
1042,1042,2261,1,13/4/1965,RJ,1,Mestrado,5600.0,Arrojado,0.2302,1,Antonieta Assis,0,4.1107142857142854e-05
1043,1043,781,0,2/4/1932,RJ,0,Mestrado,7325.92,,0.3082,1,Silvio Buda,0,4.206980147203354e-05
1044,1044,1658,0,15/9/2006,AC,1,Graducao,4000.0,Arrojado,0.6823,1,,0,0.000170575
1045,1045,1162,0,12/2/1945,RJ,0,Mestrado,8108.24,Arrojado,0.4479,1,,0,5.5240101427683445e-05
1046,1046,899,1,5/4/1985,SP,0,Tecnologo,5375.36,,0.6798,1,Gabriela Froszen,0,0.0001264659483271818
1047,1047,483,0,23/5/1941,BA,0,Fundamental,2051.36,Arrojado,0.2821,1,,0,0.00013751852429607676
1048,1048,459,0,3/5/1965,BA,1,Nao fez,800.0,,0.04,1,,0,5e-05
1049,1049,1579,0,8/10/1997,MG,1,Doutorado,6400.0,Moderado,0.4966,1,,0,7.759375e-05
1050,1050,249,1,17/3/2001,CE,0,Mestrado,7320.32,,0.3072,1,Irene Santos,0,4.1965378562685786e-05
1051,1051,1591,1,3/7/1949,CE,1,Nao fez,800.0,Moderado,0.7324,1,Maria Yamato,0,0.0009155000000000001
1052,1052,2073,0,27/11/1969,AC,0,Pos Doutorado,9452.88,Moderado,0.3129,1,,0,3.3101023180237136e-05
1053,1053,1829,0,23/9/1970,AC,0,Tecnologo,4521.92,Conservador,0.4131,1,Silvio Bryant,0,9.1354999646168e-05
1054,1054,1872,0,3/10/1953,BA,1,Pos Doutorado,7200.0,Moderado,0.5262,1,Kant Froszen,0,7.308333333333334e-05
1055,1055,1609,0,7/3/1987,MG,1,Mestrado,5600.0,Moderado,0.7075,1,Guilherme Bryant,0,0.00012633928571428572
1056,1056,1234,1,16/6/1959,RJ,1,Doutorado,6400.0,Arrojado,0.0086,1,Irene Yamato,0,1.34375e-06
1057,1057,276,0,12/9/2021,SP,1,Tecnologo,3200.0,Conservador,0.3766,1,Kobe Asimov,0,0.0001176875
1058,1058,2132,0,26/2/1957,SP,1,Tecnologo,3200.0,Moderado,0.3354,1,Marco Buda,0,0.00010481249999999999
1059,1059,517,0,19/2/2018,CE,0,Doutorado,8356.48,Moderado,0.3057,1,,0,3.658238875698859e-05
1060,1060,2318,0,28/8/1950,RJ,0,MBA,7008.0,,0.46,1,Guilherme Nazare,0,6.56392694063927e-05
1061,1061,23,1,20/4/2014,RJ,0,Graducao,5914.0,Arrojado,0.4785,1,Ana Buda,0,8.090970578288806e-05
1062,1062,510,1,21/10/1994,MG,0,Graducao,6968.0,Moderado,0.742,1,Carlota Buda,0,0.00010648679678530425
1063,1063,54,1,23/2/1993,BA,1,Pos Doutorado,7200.0,Moderado,0.2526,1,Ana Froszen,0,3.508333333333333e-05
1064,1064,936,0,3/12/1963,BA,1,Fundamental,1600.0,Arrojado,0.5373,1,Kant Yamato,0,0.0003358125
1065,1065,786,0,27/12/1951,SP,1,MBA,4800.0,Conservador,0.1572,1,Francisco Yamato,0,3.275e-05
1066,1066,419,1,16/1/1946,AC,1,Graducao,4000.0,Arrojado,0.4881,1,Irene Akuma,0,0.000122025
1067,1067,698,1,27/4/2013,SP,1,Pos Doutorado,7200.0,Conservador,0.2261,1,Elisabeth Akuma,0,3.140277777777778e-05
1068,1068,1804,0,14/4/1966,SP,0,Pos Doutorado,8315.28,,0.1549,1,Antonio Assis,0,1.862835647145977e-05
1069,1069,1312,1,17/5/1946,MG,1,Doutorado,6400.0,Moderado,0.6716,1,,0,0.0001049375
1070,1070,294,1,17/1/1933,BA,0,Mestrado,9539.6,Arrojado,0.7035,1,Antonieta Akuma,0,7.374523040798357e-05
1071,1071,1040,0,17/7/1948,SP,1,Pos Doutorado,7200.0,Moderado,0.3847,1,Alberto Nazare,0,5.3430555555555554e-05
1072,1072,165,0,19/2/1963,SP,1,Tecnologo,3200.0,,0.2366,1,Vlad Buda,0,7.39375e-05
1073,1073,2049,0,12/5/1968,MG,1,Tecnologo,3200.0,Conservador,0.7873,1,Kant Nazare,0,0.00024603125
1074,1074,1967,1,23/10/1981,RJ,1,Doutorado,6400.0,Moderado,0.7284,1,Julia Asimov,0,0.00011381250000000001
1075,1075,1230,0,9/2/1966,AC,0,Doutorado,8272.0,Conservador,0.2925,1,Marco Froszen,0,3.536025145067698e-05
1076,1076,1878,1,9/8/1937,RJ,0,Graducao,4602.8,Moderado,0.1507,1,Julia Yamato,0,3.274094029721039e-05
1077,1077,2192,1,1/9/2009,CE,1,Graducao,4000.0,Moderado,0.731,1,Isabel Nazare,0,0.00018275
1078,1078,2173,1,3/6/1941,SP,0,Pos Doutorado,11770.56,Moderado,0.6348,1,Julia Targino,0,5.393116385286682e-05
1079,1079,1762,0,10/6/1939,BA,0,Fundamental,1730.08,Moderado,0.0813,1,Kobe Nazare,0,4.6992046610561365e-05
1080,1080,744,0,13/1/2009,AC,0,Tecnologo,4328.32,Conservador,0.3526,1,Antonio Santos,0,8.146347774656219e-05
1081,1081,1538,0,13/11/1965,RJ,0,Tecnologo,4096.32,Arrojado,0.2801,1,Marco Asimov,0,6.837844699632842e-05
1082,1082,971,0,22/3/1991,BA,1,Graducao,4000.0,Moderado,0.3345,1,Rafael Froszen,0,8.3625e-05
1083,1083,1456,1,20/11/1956,CE,1,Nao fez,800.0,,0.4682,1,Isabel Bryant,0,0.00058525
1084,1084,1786,1,11/2/2007,SP,0,Fundamental,2502.08,,0.5638,1,Ana Asimov,0,0.00022533252334058063
1085,1085,1363,1,18/5/1987,CE,1,MBA,4800.0,Moderado,0.4457,1,Gabriela Nazare,0,9.285416666666666e-05
1086,1086,2273,1,14/7/1986,MG,1,Doutorado,6400.0,Arrojado,0.4532,1,Isabel Akuma,0,7.08125e-05
1087,1087,533,0,13/11/1980,CE,1,Graducao,4000.0,Moderado,0.2341,1,Guilherme Yamato,0,5.8525e-05
1088,1088,1480,1,9/6/2013,BA,0,Tecnologo,5085.12,,0.5891,1,Maria Bryant,0,0.00011584780693474293
1089,1089,2360,0,2/4/1978,AC,0,Graducao,5784.0,,0.446,1,,0,7.710926694329184e-05
1090,1090,912,0,12/1/1990,MG,0,Nao fez,1394.24,,0.7428,1,Andre Assis,0,0.0005327633692907964
1091,1091,1635,1,5/7/1939,AC,1,Nao fez,800.0,Arrojado,0.5026,1,Gabriela Bryant,0,0.00062825
1092,1092,1312,0,2/1/1944,SP,0,Pos Doutorado,11418.48,Moderado,0.5859,1,Kant Nazare,0,5.131155810580743e-05
1093,1093,869,0,11/1/1956,RJ,0,Graducao,6198.0,Conservador,0.5495,1,Silvio Bardeen,0,8.865763149403033e-05
1094,1094,311,1,24/10/2016,SP,0,Nao fez,1277.2,,0.5965,1,,0,0.00046703726902599436
1095,1095,2184,1,16/1/1939,CE,1,Fundamental,1600.0,Conservador,0.2652,1,Maria Froszen,0,0.00016575
1096,1096,1214,1,6/8/1998,CE,0,Pos Doutorado,12831.12,Arrojado,0.7821,1,,0,6.09533696201111e-05
1097,1097,1892,0,15/4/1972,BA,0,Fundamental,2164.96,,0.3531,1,Silvio Assis,0,0.00016309770157416304
1098,1098,1880,1,28/2/1951,AC,0,Medio,4170.96,Conservador,0.7379,1,Irene Froszen,0,0.00017691370811515815
1099,1099,2114,0,11/1/1960,SP,0,Graducao,4415.6,Moderado,0.1039,1,,0,2.353021106984328e-05
1100,1100,1794,1,17/12/1948,BA,0,Graducao,6464.4,,0.6161,1,Antonieta Assis,0,9.530660231421323e-05
1101,1101,310,1,12/8/1984,AC,0,Fundamental,2141.12,Arrojado,0.3382,1,Antonieta Targino,0,0.00015795471528919444
1102,1102,2392,1,4/3/1958,MG,1,Pos Doutorado,7200.0,Conservador,0.1045,1,Julia Targino,0,1.4513888888888888e-05
1103,1103,501,1,17/3/2021,AC,1,Mestrado,5600.0,Moderado,0.6523,1,Julia Bryant,0,0.00011648214285714285
1104,1104,549,0,19/3/1962,BA,0,Doutorado,9145.6,Moderado,0.429,1,,0,4.6907802659202236e-05
1105,1105,150,0,8/6/1993,RJ,1,Tecnologo,3200.0,Arrojado,0.384,1,Alberto Santos,0,0.00012
1106,1106,657,1,23/12/1931,MG,1,Fundamental,1600.0,Conservador,0.0171,1,Antonieta Buda,0,1.06875e-05
1107,1107,1544,1,1/3/1941,BA,1,Fundamental,1600.0,Conservador,0.2046,1,Carlota Santos,0,0.000127875
1108,1108,375,1,19/10/1973,AC,0,MBA,8455.68,Moderado,0.7616,1,Maria Asimov,0,9.006963366636391e-05
1109,1109,941,1,9/12/1992,RJ,1,Tecnologo,3200.0,Conservador,0.0591,1,Ana Akuma,0,1.8468749999999998e-05
1110,1110,303,0,25/10/1945,AC,0,Tecnologo,3579.52,,0.1186,1,Andre Buda,0,3.31329340246737e-05
1111,1111,612,0,2/2/1969,RJ,1,Nao fez,800.0,Moderado,0.21,1,Marco Aurelio,0,0.0002625
1112,1112,6,1,10/10/1996,SP,1,Mestrado,5600.0,Arrojado,0.2952,1,Antonieta Yamato,0,5.271428571428572e-05
1113,1113,229,0,10/5/1954,MG,0,Nao fez,1376.72,Arrojado,0.7209,1,Silvio Froszen,0,0.0005236358881980359
1114,1114,473,1,24/2/1962,CE,0,Pos Doutorado,8667.36,Moderado,0.2038,1,Antonieta Santos,0,2.351350353510181e-05
1115,1115,1454,1,9/1/1991,SP,0,Fundamental,1804.32,Arrojado,0.1277,1,Gabriela Froszen,0,7.077458543938992e-05
1116,1116,92,1,25/4/2001,CE,1,Graducao,4000.0,Moderado,0.6218,1,Irene Yamato,0,0.00015545
1117,1117,345,0,16/1/2011,MG,1,Pos Doutorado,7200.0,Moderado,0.2484,1,Rafael Akuma,0,3.45e-05
1118,1118,1504,0,10/8/2021,BA,1,MBA,4800.0,Conservador,0.2158,1,Isaac Nazare,0,4.495833333333333e-05
1119,1119,2486,1,20/7/2001,CE,1,Doutorado,6400.0,Conservador,0.3434,1,Isabel Buda,0,5.365625e-05
1120,1120,2298,1,28/12/2003,AC,1,Nao fez,800.0,,0.4083,1,,0,0.000510375
1121,1121,1166,1,3/3/1997,CE,1,Mestrado,5600.0,Arrojado,0.5131,1,Gabriela Assis,0,9.1625e-05
1122,1122,1909,0,11/1/1941,RJ,1,Fundamental,1600.0,Conservador,0.6163,1,Guilherme Froszen,0,0.00038518749999999995
1123,1123,2366,0,28/4/1948,MG,0,Pos Doutorado,10261.44,Arrojado,0.4252,1,Silvio Aurelio,0,4.143667945239654e-05
1124,1124,206,0,16/3/2008,SP,0,Doutorado,8494.08,Conservador,0.3272,1,Kobe Santos,0,3.852094635322483e-05
1125,1125,266,1,26/11/1949,BA,1,Medio,2400.0,Arrojado,0.5737,1,Carlota Aurelio,0,0.00023904166666666667
1126,1126,2187,1,1/11/1944,AC,0,Fundamental,2477.44,,0.5484,1,Elisabeth Bryant,0,0.00022135753035391371
1127,1127,75,0,26/2/1982,BA,1,Medio,2400.0,Arrojado,0.7804,1,Rafael Bryant,0,0.00032516666666666664
1128,1128,1961,0,19/1/1947,CE,0,Pos Doutorado,10527.12,Arrojado,0.4621,1,,0,4.3896146334420046e-05
1129,1129,416,1,3/4/1940,SP,1,Graducao,4000.0,Moderado,0.0601,1,Isabel Nazare,0,1.5025000000000001e-05
1130,1130,1811,1,6/3/2008,SP,1,Graducao,4000.0,Arrojado,0.1419,1,Gabriela Bardeen,0,3.5475e-05
1131,1131,1315,1,8/11/1984,AC,1,Doutorado,6400.0,Conservador,0.7329,1,,0,0.000114515625
1132,1132,2454,1,16/7/1937,AC,1,Fundamental,1600.0,,0.5673,1,,0,0.0003545625
1133,1133,1084,0,12/2/1941,BA,1,Pos Doutorado,7200.0,Moderado,0.0087,1,Silvio Buda,0,1.2083333333333333e-06
1134,1134,1217,1,8/1/1953,CE,0,Doutorado,11254.4,Arrojado,0.7585,1,Isabel Assis,0,6.739586295137902e-05
1135,1135,2275,1,2/11/2021,MG,0,Doutorado,6823.04,Conservador,0.0661,1,Julia Nazare,0,9.68776381202514e-06
1136,1136,1494,1,25/7/1961,CE,1,Medio,2400.0,Moderado,0.1012,1,Irene Aurelio,0,4.2166666666666664e-05
1137,1137,1891,1,23/7/1980,RJ,0,Nao fez,860.96,Arrojado,0.0762,1,,0,8.850585393049619e-05
1138,1138,1224,1,28/3/1971,MG,1,Pos Doutorado,7200.0,Arrojado,0.1846,1,Ana Asimov,0,2.5638888888888887e-05
1139,1139,730,1,12/1/1990,RJ,0,Doutorado,11427.2,Moderado,0.7855,1,Isabel Nazare,0,6.873949873984877e-05
1140,1140,1144,1,2/8/1978,SP,0,Nao fez,962.24,,0.2028,1,Elisabeth Asimov,0,0.0002107582307948121
1141,1141,158,1,16/1/2021,AC,1,Pos Doutorado,7200.0,Arrojado,0.4322,1,Ana Akuma,0,6.002777777777778e-05
1142,1142,1286,1,28/7/1997,SP,0,Mestrado,5930.96,,0.0591,1,Antonieta Yamato,0,9.964660021311895e-06
1143,1143,691,1,23/11/1964,AC,1,Pos Doutorado,7200.0,Moderado,0.6197,1,Antonieta Buda,0,8.606944444444444e-05
1144,1144,1735,0,18/5/1987,RJ,1,Fundamental,1600.0,Moderado,0.7009,1,Kant Nazare,0,0.0004380625
1145,1145,181,0,17/10/1982,AC,0,Mestrado,6453.44,Arrojado,0.1524,1,Marco Yamato,0,2.3615312143600935e-05
1146,1146,801,0,20/12/2009,RJ,0,Graducao,6112.0,,0.528,1,John Akuma,0,8.638743455497383e-05
1147,1147,205,0,9/12/1959,RJ,0,Tecnologo,5023.68,Moderado,0.5699,1,,0,0.00011344273520606407
1148,1148,1823,0,1/10/1962,CE,1,Pos Doutorado,7200.0,,0.6793,1,Silvio Froszen,0,9.434722222222223e-05
1149,1149,77,1,14/2/2017,AC,0,Nao fez,1120.08,Arrojado,0.4001,1,Irene Aurelio,0,0.00035720662809799304
1150,1150,2488,1,22/12/1993,CE,0,Fundamental,2048.0,,0.28,1,Irene Asimov,0,0.00013671875
1151,1151,1423,0,16/12/1955,MG,0,Tecnologo,3396.16,,0.0613,1,John Akuma,0,1.8049797418260624e-05
1152,1152,2173,1,5/5/1987,CE,1,Mestrado,5600.0,Moderado,0.7581,1,Gabriela Santos,0,0.000135375
1153,1153,1613,0,21/8/2014,MG,1,Graducao,4000.0,Moderado,0.2558,1,Silvio Froszen,0,6.395000000000001e-05
1154,1154,991,0,7/4/1962,CE,0,Pos Doutorado,11938.32,Moderado,0.6581,1,Rafael Buda,0,5.512500921402677e-05
1155,1155,362,0,15/6/1983,MG,1,Mestrado,5600.0,Arrojado,0.5252,1,Alberto Akuma,0,9.378571428571429e-05
1156,1156,293,1,1/8/2015,BA,0,Mestrado,7850.08,,0.4018,1,,0,5.1184191753459834e-05
1157,1157,1457,0,22/4/2011,BA,0,Tecnologo,4048.32,Arrojado,0.2651,1,Alberto Santos,0,6.548395383764129e-05
1158,1158,900,1,12/2/1945,SP,1,Graducao,4000.0,Moderado,0.0526,1,Antonieta Bardeen,0,1.315e-05
1159,1159,1946,1,14/2/2009,CE,0,Mestrado,8007.44,,0.4299,1,Maria Assis,0,5.368757055937978e-05
